507608387.cel,1
GSM37496.CEL,1
GSM100632.CEL,1
333475926.cel,1
GSM97018.CEL,1
GSM87106.cel,1
484697998.cel,1
GSM96986.CEL,1
GSM47460.CEL,1
GSM9788.CEL,1
GSM86797.cel,1
GSM72403.CEL,1
414723651.cel,1
GSM20697.CEL,1
GSM86086.CEL,1
GSM100458.CEL,1
GSM100572.CEL,1
GSM23388.cel,1
GSM42787.CEL,1
GSM47467.CEL,1
GSM23390.cel,1
GSM9791.CEL,1
882906319.cel,1
366331247.cel,1
GSM96970.CEL,1
354960460.cel,1
GSM26288.CEL,1
GSM51400.CEL,1
GSM20823.CEL,1
GSM100553.CEL,1
507609159.cel,1
GSM48033.CEL,1
GSM118927.CEL,1
GSM86951.cel,1
GSM110805.CEL,1
GSM52665.CEL,1
GSM15698.CEL,1
533578676.cel,1
1102960533.cel,1
GSM92248.CEL,1
356366210.cel,1
GSM20964.CEL,1
GSM26896.CEL,1
GSM86823.cel,1
GSM110845.CEL,1
508765269.cel,1
GSM110795.CEL,1
GSM79226.CEL,1
GSM118975.CEL,1
GSM9739.CEL,1
GSM86819.cel,1
GSM20863.CEL,1
GSM100643.CEL,1
GSM26906.CEL,1
356365904.cel,1
GSM28377.CEL,1
529030610.cel,1
422896746.cel,1
529030555.cel,1
GSM26885.CEL,1
325610407.cel,1
308151823.cel,1
GSM27548.CEL,1
GSM42817.CEL,1
GSM50043.CEL,1
484696808.cel,1
GSM47197.CEL,1
GSM39812.CEL,1
GSM42783.CEL,1
GSM9720.CEL,1
GSM50022.CEL,1
GSM33103.CEL,1
GSM86854.cel,1
922867041.cel,1
308151125.cel,1
529034363.cel,1
GSM34931.CEL,1
GSM110646.CEL,1
GSM72400.CEL,1
GSM97034.CEL,1
533578873.cel,1
GSM9710.CEL,1
GSM72433.CEL,1
GSM118881.CEL,1
GSM3989.CEL,1
GSM22067.CEL,1
GSM79306.CEL,1
GSM124907.CEL,1
484696932.cel,1
GSM50110.CEL,1
GSM107181.CEL,1
GSM47683.CEL,1
366332061.cel,1
882906373.cel,1
350868103.cel,1
GSM100828.cel,1
GSM21208.cel,1
GSM100612.CEL,1
680971695.cel,1
GSM47204.CEL,1
GSM20838.CEL,1
GSM23427.cel,1
GSM40790.CEL,1
GSM73503.CEL,1
GSM42760.CEL,1
922867841.cel,1
GSM45864.CEL,1
GSM27104.CEL,1
GSM27540.CEL,1
GSM46544.CEL,1
GSM74368.CEL,1
356366020.cel,1
507609298.cel,1
GSM119025.CEL,1
GSM118959.CEL,1
356359260.cel,1
GSM20733.CEL,1
882906718.cel,1
GSM29703.CEL,1
GSM79219.CEL,1
GSM107175.CEL,1
GSM23413.cel,1
GSM100600.CEL,1
GSM42248.CEL,1
356369089.cel,1
GSM42266.CEL,1
GSM23426.cel,1
GSM118982.CEL,1
366328879.cel,1
GSM74351.CEL,1
317335314.cel,1
GSM107196.CEL,1
GSM118802.CEL,1
1102960731.cel,1
GSM14958.CEL,1
560131607.cel,1
GSM26873.CEL,1
GSM118892.CEL,1
GSM110873.CEL,1
GSM107231.CEL,1
518988403.cel,1
GSM104475.CEL,1
GSM42770.CEL,1
484696826.cel,1
GSM24659.cel.CEL,1
366330433.cel,1
GSM110670.CEL,1
GSM74418.CEL,1
GSM47194.CEL,1
GSM9782.CEL,1
GSM73472.CEL,1
GSM41005.CEL,1
GSM107119.CEL,1
GSM50071.CEL,1
366327917.cel,1
GSM14943.CEL,1
GSM92262.CEL,1
GSM80468.CEL,1
507609439.cel,1
GSM86573.CEL,1
863473852.cel,1
921401705.cel,1
GSM119020.CEL,1
GSM46546.CEL,1
GSM119038.CEL,1
594490580.cel,1
366331025.cel,1
GSM96977.CEL,1
529032493.cel,1
GSM20853.CEL,1
GSM30296.CEL,1
356371061.cel,1
GSM13419.cel,1
560131555.cel,1
GSM82382.CEL,1
GSM97042.CEL,1
GSM107105.CEL,1
GSM60127.CEL,1
363894499.cel,1
GSM50778.CEL,1
484697126.cel,1
GSM129743.CEL,1
356359376.cel,1
GSM9833.CEL,1
GSM15726.CEL,1
GSM79298.CEL,1
GSM71076.CEL,1
GSM118917.CEL,1
GSM107112.CEL,1
GSM24500.CEL,1
GSM96978.CEL,1
GSM74379.CEL,1
GSM9708.CEL,1
GSM97035.CEL,1
356377072.cel,1
GSM86852.cel,1
GSM79234.CEL,1
GSM15747.CEL,1
GSM23392.cel,1
GSM71069.CEL,1
GSM100576.CEL,1
391748409.cel,1
GSM107140.CEL,1
882906679.cel,1
919973875.cel,1
GSM9775.CEL,1
922866817.cel,1
GSM110634.CEL,1
GSM79136.CEL,1
529031270.cel,1
GSM86849.cel,1
GSM110662.CEL,1
356380153.cel,1
GSM119044.CEL,1
GSM44699.CEL,1
GSM72412.CEL,1
GSM50098.CEL,1
GSM89590.CEL,1
422897237.cel,1
GSM121393.CEL,1
GSM42810.CEL,1
484698890.cel,1
529032328.cel,1
GSM71053.CEL,1
GSM19158.CEL,1
GSM74247.CEL,1
GSM20857.CEL,1
481789443.cel,1
GSM26894.CEL,1
354960130.cel,1
GSM93891.CEL,1
GSM92817.CEL,1
GSM118998.CEL,1
GSM60136.CEL,1
GSM100468.CEL,1
GSM107207.CEL,1
GSM100465.CEL,1
GSM20795.CEL,1
GSM118773.CEL,1
GSM71020.CEL,1
529033593.cel,1
353122973.cel,1
GSM42762.CEL,1
GSM107109.CEL,1
GSM22055.CEL,1
GSM110801.CEL,1
GSM73458.CEL,1
GSM107114.CEL,1
422897763.cel,1
GSM20859.CEL,1
GSM80465.CEL,1
GSM12075.CEL,1
586619504.cel,1
350868796.cel,1
GSM20878.CEL,1
507608903.cel,1
GSM24501.CEL,1
GSM110682.CEL,1
319984988.cel,1
GSM26293.CEL,1
GSM72479.CEL,1
GSM110687.CEL,1
356374868.cel,1
GSM42264.CEL,1
GSM79286.CEL,1
GSM45855.CEL,1
GSM118792.CEL,1
366328065.cel,1
GSM123262.cel,1
GSM110742.CEL,1
GSM110785.CEL,1
GSM50112.CEL,1
922866665.cel,1
GSM100646.CEL,1
GSM94313.CEL,1
GSM86537.CEL,1
GSM95563.CEL,1
GSM118894.CEL,1
GSM23120.CEL,1
503316011.cel,1
GSM80476.CEL,1
GSM87120.cel,1
GSM110725.CEL,1
356370365.cel,1
GSM107154.CEL,1
GSM20898.CEL,1
GSM86822.cel,1
1102960664.cel,1
GSM24495.CEL,1
GSM100663.CEL,1
GSM79190.CEL,1
GSM37152.CEL,1
882906862.cel,1
518988175.cel,1
529030940.cel,1
GSM50091.CEL,1
882906483.cel,1
518988756.cel,1
GSM118873.CEL,1
GSM9707.CEL,1
GSM15710.CEL,1
GSM36443.CEL,1
GSM118940.CEL,1
GSM89541.CEL,1
422896495.cel,1
GSM22054.CEL,1
GSM47704.CEL,1
484695796.cel,1
GSM40981.CEL,1
GSM86979.cel,1
GSM20852.CEL,1
922867649.cel,1
356373824.cel,1
GSM79118.CEL,1
GSM110829.CEL,1
GSM107138.CEL,1
GSM44634.CEL,1
308149984.cel,1
921401769.cel,1
GSM87733.CEL,1
484698975.cel,1
GSM110649.CEL,1
GSM94306.CEL,1
GSM44684.CEL,1
586619356.cel,1
1102960695.cel,1
GSM118858.CEL,1
GSM40993.CEL,1
GSM74357.CEL,1
GSM24653.cel.CEL,1
GSM21713.CEL,1
GSM51405.CEL,1
1102960958.cel,1
GSM79347.CEL,1
GSM77102.CEL,1
GSM87115.cel,1
GSM123190.cel,1
GSM50073.CEL,1
GSM9800.CEL,1
GSM108540_EGF1.CEL,1
GSM110667.CEL,1
366327769.cel,1
GSM112915.CEL,1
GSM118660.CEL,1
GSM92242.CEL,1
GSM74399.CEL,1
529033373.cel,1
GSM45851.CEL,1
GSM97048.CEL,1
GSM20961.CEL,1
GSM118731.CEL,1
GSM22071.CEL,1
GSM22061.CEL,1
GSM110733.CEL,1
GSM100623.CEL,1
GSM100564.CEL,1
366332912.cel,1
GSM92815.CEL,1
GSM87727.CEL,1
356366115.cel,1
GSM36450.CEL,1
GSM34918.CEL,1
GSM13417.cel,1
1102960930.cel,1
GSM97041.CEL,1
GSM86800.cel,1
GSM20945.CEL,1
GSM119041.CEL,1
GSM20725.CEL,1
GSM34943.CEL,1
366327843.cel,1
356360072.cel,1
863474029.cel,1
GSM47719.CEL,1
GSM4004.CEL,1
GSM20767.CEL,1
356374288.cel,1
GSM19084.cel,1
GSM110686.CEL,1
GSM72478.CEL,1
GSM20765.CEL,1
GSM12268.CEL,1
529032713.cel,1
391747639.cel,1
GSM42809.CEL,1
474068449.cel,1
GSM89589.CEL,1
356373940.cel,1
GSM9806.CEL,1
GSM118736.CEL,1
331050346.cel,1
GSM79182.CEL,1
GSM14957.CEL,1
GSM86851.cel,1
529033043.cel,1
391748024.cel,1
GSM87111.cel,1
391748299.cel,1
356379014.cel,1
529030335.cel,1
GSM20850.CEL,1
GSM20921.CEL,1
GSM26877.CEL,1
356371177.cel,1
GSM123207.cel,1
GSM75883.CEL,1
GSM9712.CEL,1
356358100.cel,1
366328213.cel,1
GSM123235.cel,1
366328398.cel,1
GSM9830.CEL,1
GSM14937.CEL,1
GSM96959.CEL,1
GSM47665.CEL,1
GSM3982.CEL,1
GSM118733.CEL,1
GSM110674.CEL,1
GSM79243.CEL,1
GSM119001.CEL,1
GSM79238.CEL,1
529030720.cel,1
GSM45860.CEL,1
GSM94303.CEL,1
356365672.cel,1
GSM36447.CEL,1
GSM79267.CEL,1
919887863.cel,1
GSM89562.CEL,1
GSM118751.CEL,1
GSM104487.CEL,1
GSM20974.CEL,1
GSM47213.CEL,1
GSM46392.CEL,1
GSM15751.CEL,1
GSM104478.CEL,1
GSM92243.CEL,1
GSM100636.CEL,1
GSM92241.CEL,1
GSM29752.CEL,1
GSM27974.CEL,1
GSM86842.cel,1
GSM73429.CEL,1
GSM74392.CEL,1
366330137.cel,1
GSM86792.cel,1
GSM9516.CEL,1
393094769.cel,1
484697338.cel,1
GSM12300.CEL,1
GSM129730.CEL,1
GSM92249.CEL,1
GSM107206.CEL,1
GSM86577.CEL,1
GSM121394.CEL,1
680971712.cel,1
560131456.cel,1
366331432.cel,1
319984795.cel,1
GSM100590.CEL,1
382874706.cel,1
GSM100488.CEL,1
GSM71047.CEL,1
GSM119030.CEL,1
GSM72429.CEL,1
GSM29324.CEL,1
325611277.cel,1
GSM23422.cel,1
GSM100653.CEL,1
GSM79214.CEL,1
GSM9813.CEL,1
GSM110628.CEL,1
GSM15693.CEL,1
GSM87087.cel,1
493461146.cel,1
GSM14970.CEL,1
GSM42819.CEL,1
GSM23372.CEL,1
GSM79192.CEL,1
GSM36434.CEL,1
GSM24664.cel.CEL,1
GSM79137.CEL,1
GSM9777.CEL,1
GSM110653.CEL,1
GSM47726.CEL,1
GSM79222.CEL,1
GSM110735.CEL,1
GSM97036.CEL,1
GSM77098.CEL,1
GSM129765.CEL,1
GSM46385.CEL,1
GSM20937.CEL,1
GSM44303.CEL,1
GSM42811.CEL,1
GSM107083.CEL,1
GSM20899.CEL,1
356375332.cel,1
GSM100640.CEL,1
GSM118905.CEL,1
GSM118834.CEL,1
356375912.cel,1
366328842.cel,1
GSM23402.cel,1
GSM74406.CEL,1
GSM14973.CEL,1
529031998.cel,1
GSM109223.CEL,1
GSM89568.CEL,1
GSM123184.cel,1
GSM20861.CEL,1
GSM119009.CEL,1
305932698.cel,1
GSM123227.cel,1
GSM86954.cel,1
391747914.cel,1
GSM119059.CEL,1
GSM112919.CEL,1
